kind,api-version,name,policy,config-policy,standard,category,control,source,policy-dir
ServiceAccount,v1,approver,policy-etcd-backup,policy-etcd-backup,CM-2 Baseline Configuration,NIST SP 800-53,CM Configuration Management,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup/config-policies/policy-etcd-backup/ServiceAccount.approver.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup
ClusterRoleBinding,rbac.authorization.k8s.io/v1,cluster-admin-approver-sa-crb,policy-etcd-backup,policy-etcd-backup,CM-2 Baseline Configuration,NIST SP 800-53,CM Configuration Management,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup/config-policies/policy-etcd-backup/ClusterRoleBinding.cluster-admin-approver-sa-crb.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup
PersistentVolumeClaim,v1,etcd-backup,policy-etcd-backup,policy-etcd-backup,CM-2 Baseline Configuration,NIST SP 800-53,CM Configuration Management,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup/config-policies/policy-etcd-backup/PersistentVolumeClaim.etcd-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup
ConfigMap,v1,etcd-backup-script,policy-etcd-backup,policy-etcd-backup,CM-2 Baseline Configuration,NIST SP 800-53,CM Configuration Management,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup/config-policies/policy-etcd-backup/ConfigMap.etcd-backup-script.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup
CronJob,batch/v1beta1,cronjob-etcd-backup,policy-etcd-backup,policy-etcd-backup,CM-2 Baseline Configuration,NIST SP 800-53,CM Configuration Management,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup/config-policies/policy-etcd-backup/CronJob.cronjob-etcd-backup.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-etcd-backup/policies/policy-etcd-backup
Namespace,v1,openshift-file-integrity,policy-file-integrity-operator,file-integrity-namespace,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator/config-policies/file-integrity-namespace/Namespace.openshift-file-integrity.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator
OperatorGroup,operators.coreos.com/v1,openshift-file-integrity-og,policy-file-integrity-operator,openshift-file-integrity-og,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator/config-policies/openshift-file-integrity-og/OperatorGroup.openshift-file-integrity-og.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator
Subscription,operators.coreos.com/v1alpha1,file-integrity-operator,policy-file-integrity-operator,file-integrity-subscription,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator/config-policies/file-integrity-subscription/Subscription.file-integrity-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator
FileIntegrity,fileintegrity.openshift.io/v1alpha1,example-fileintegrity,policy-file-integrity-operator,file-integrity-example,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator/config-policies/file-integrity-example/FileIntegrity.example-fileintegrity.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator
FileIntegrityNodeStatus,fileintegrity.openshift.io/v1alpha1,noname,policy-file-integrity-operator,file-integrity-node-status,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator/config-policies/file-integrity-node-status/FileIntegrityNodeStatus.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-file-integrity-operator/policies/policy-file-integrity-operator
ConstraintTemplate,templates.gatekeeper.sh/v1beta1,k8sexternalips,policy-gatekeeper-allowed-external-ips,policy-gatekeeper-k8sexternalips,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips/config-policies/policy-gatekeeper-k8sexternalips/ConstraintTemplate.k8sexternalips.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips
K8sExternalIPs,constraints.gatekeeper.sh/v1beta1,external-ips,policy-gatekeeper-allowed-external-ips,policy-gatekeeper-k8sexternalips,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips/config-policies/policy-gatekeeper-k8sexternalips/K8sExternalIPs.external-ips.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips
K8sExternalIPs,constraints.gatekeeper.sh/v1beta1,external-ips,policy-gatekeeper-allowed-external-ips,policy-gatekeeper-external-ips-audit,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips/config-policies/policy-gatekeeper-external-ips-audit/K8sExternalIPs.external-ips.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips
Event,v1,noname,policy-gatekeeper-allowed-external-ips,policy-gatekeeper-external-ips-admission,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips/config-policies/policy-gatekeeper-external-ips-admission/Event.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-allowed-external-ips/policies/policy-gatekeeper-allowed-external-ips
AssignMetadata,mutations.gatekeeper.sh/v1alpha1,pod-annotation-owner,policy-gatekeeper-annotation-owner,policy-gatekeeper-annotation-owner,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-annotation-owner/policies/policy-gatekeeper-annotation-owner/config-policies/policy-gatekeeper-annotation-owner/AssignMetadata.pod-annotation-owner.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-annotation-owner/policies/policy-gatekeeper-annotation-owner
Config,config.gatekeeper.sh/v1alpha1,config,policy-gatekeeper-config-exclude-namespaces,policy-gatekeeper-config-exclude-namespaces,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-config-exclude-namespaces/policies/policy-gatekeeper-config-exclude-namespaces/config-policies/policy-gatekeeper-config-exclude-namespaces/Config.config.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-config-exclude-namespaces/policies/policy-gatekeeper-config-exclude-namespaces
ConstraintTemplate,templates.gatekeeper.sh/v1beta1,containerimagelatest,policy-gatekeeper-containerimagelatest,policy-gatekeeper-containerimagelatest,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest/config-policies/policy-gatekeeper-containerimagelatest/ConstraintTemplate.containerimagelatest.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest
ContainerImageLatest,constraints.gatekeeper.sh/v1beta1,containerimagelatest,policy-gatekeeper-containerimagelatest,policy-gatekeeper-containerimagelatest,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest/config-policies/policy-gatekeeper-containerimagelatest/ContainerImageLatest.containerimagelatest.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest
ContainerImageLatest,constraints.gatekeeper.sh/v1beta1,containerimagelatest,policy-gatekeeper-containerimagelatest,policy-gatekeeper-audit-latest,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest/config-policies/policy-gatekeeper-audit-latest/ContainerImageLatest.containerimagelatest.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest
Event,v1,noname,policy-gatekeeper-containerimagelatest,policy-gatekeeper-admission-latest,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest/config-policies/policy-gatekeeper-admission-latest/Event.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-image-latest/policies/policy-gatekeeper-containerimagelatest
ConstraintTemplate,templates.gatekeeper.sh/v1beta1,containerlivenessprobenotset,policy-gatekeeper-containerlivenessprobenotset,policy-gatekeeper-containerlivenessprobenotset,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset/config-policies/policy-gatekeeper-containerlivenessprobenotset/ConstraintTemplate.containerlivenessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset
ContainerLivenessprobeNotset,constraints.gatekeeper.sh/v1beta1,containerlivenessprobenotset,policy-gatekeeper-containerlivenessprobenotset,policy-gatekeeper-containerlivenessprobenotset,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset/config-policies/policy-gatekeeper-containerlivenessprobenotset/ContainerLivenessprobeNotset.containerlivenessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset
ContainerLivenessprobeNotset,constraints.gatekeeper.sh/v1beta1,containerlivenessprobenotset,policy-gatekeeper-containerlivenessprobenotset,policy-gatekeeper-audit-liveness,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset/config-policies/policy-gatekeeper-audit-liveness/ContainerLivenessprobeNotset.containerlivenessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset
Event,v1,noname,policy-gatekeeper-containerlivenessprobenotset,policy-gatekeeper-admission-liveness,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset/config-policies/policy-gatekeeper-admission-liveness/Event.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-livenessprobenotset/policies/policy-gatekeeper-containerlivenessprobenotset
ConstraintTemplate,templates.gatekeeper.sh/v1beta1,containerreadinessprobenotset,policy-gatekeeper-containerreadinessprobenotset,policy-gatekeeper-containerreadinessprobenotset,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset/config-policies/policy-gatekeeper-containerreadinessprobenotset/ConstraintTemplate.containerreadinessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset
ContainerReadinessprobeNotset,constraints.gatekeeper.sh/v1beta1,containerreadinessprobenotset,policy-gatekeeper-containerreadinessprobenotset,policy-gatekeeper-containerreadinessprobenotset,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset/config-policies/policy-gatekeeper-containerreadinessprobenotset/ContainerReadinessprobeNotset.containerreadinessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset
ContainerReadinessprobeNotset,constraints.gatekeeper.sh/v1beta1,containerreadinessprobenotset,policy-gatekeeper-containerreadinessprobenotset,policy-gatekeeper-audit-readiness,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset/config-policies/policy-gatekeeper-audit-readiness/ContainerReadinessprobeNotset.containerreadinessprobenotset.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset
Event,v1,noname,policy-gatekeeper-containerreadinessprobenotset,policy-gatekeeper-admission-readiness,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset/config-policies/policy-gatekeeper-admission-readiness/Event.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-readinessprobenotset/policies/policy-gatekeeper-containerreadinessprobenotset
Assign,mutations.gatekeeper.sh/v1alpha1,policy-gatekeeper-container-tgps,policy-gatekeeper-container-tgps,policy-gatekeeper-container-tgps,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-tgps/policies/policy-gatekeeper-container-tgps/config-policies/policy-gatekeeper-container-tgps/Assign.policy-gatekeeper-container-tgps.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-gatekeeper-container-tgps/policies/policy-gatekeeper-container-tgps
